prediction,time,high,low,open,volumefrom,volumeto,close
738,2017-12-27,16514.59,14534.66,15757.02,138705.28,2162831128.76,15416.64
739,2017-12-28,15505.51,13466.07,15416.34,170366.63,2425912717.56,14398.7
740,2017-12-29,15109.81,13951.08,14398.45,118874.63,1733583750.2,14392.57
741,2017-12-30,14461.46,11962.09,14392.14,182065.44,2387311023.42,12531.52
742,2017-12-31,14241.82,12359.43,12532.38,111270.55,1492142483.58,13850.4
743,2018-01-01,13921.53,12877.67,13850.49,78425.21,1057521524.42,13444.88
744,2018-01-02,15306.13,12934.16,13444.88,137732.17,1956783037.35,14754.13
745,2018-01-03,15435.01,14579.71,14754.09,106543.39,1604206990.04,15156.62
746,2018-01-04,15408.66,14244.67,15156.49,110968.82,1656714736.62,15180.08
747,2018-01-05,17126.95,14832.36,15180.08,141960.42,2283988962.92,16954.78
748,2018-01-06,17252.85,16286.57,16954.76,83927.99,1412703790.73,17172.3
749,2018-01-07,17184.81,15791.13,17174.5,79006.37,1309532650.11,16228.16
750,2018-01-08,16302.92,13902.31,16228.26,142453.96,2166366561.33,14976.17
751,2018-01-09,15390.28,14221.55,14976.17,99730.65,1486802326.34,14468.5
752,2018-01-10,14919.49,13450.54,14468.09,142303.9,2025083791.13,14919.49
753,2018-01-11,14979.96,12825.95,14920.36,173452.27,2373494121.74,13308.06
754,2018-01-12,14129.08,12851.91,13308.06,102068.02,1402292716.89,13841.19
755,2018-01-13,14595.04,13830.28,13841.19,71300.93,1021352776.21,14243.12
756,2018-01-14,14415.67,13031.91,14244.12,81536.0,1112590573.36,13638.63
757,2018-01-15,14355.82,13416.71,13638.63,84089.84,1170462750.59,13631.98
758,2018-01-16,13648.84,10032.69,13634.6,325702.79,3842651741.45,11282.49
759,2018-01-17,11736.3,9205.38,11282.49,348631.94,3666978316.26,11162.7
760,2018-01-18,12018.43,10642.33,11162.7,204918.02,2357251805.09,11175.52
761,2018-01-19,11780.49,10867.18,11175.52,110885.87,1264875700.45,11521.76
762,2018-01-20,13031.04,11502.11,11521.82,119084.84,1492721765.44,12783.94
763,2018-01-21,12787.35,11101.73,12783.54,130427.64,1552755289.93,11549.93
764,2018-01-22,11913.74,10067.76,11549.98,165723.08,1811992345.95,10814.52
765,2018-01-23,11388.52,9980.5,10814.52,158868.59,1710180828.64,10858.23
766,2018-01-24,11531.6,10506.55,10853.78,115804.82,1286435482.05,11429.02
767,2018-01-25,11741.92,10930.34,11428.11,93317.76,1061064251.44,11175.87
768,2018-01-26,11656.54,10346.86,11175.87,142350.84,1560135332.27,11104.2
769,2018-01-27,11638.69,10879.2,11104.34,90873.81,1031091633.68,11459.71
770,2018-01-28,12064.19,11407.94,11460.39,87917.22,1038153169.8,11767.74
771,2018-01-29,11860.29,11089.52,11767.74,80713.7,920836244.04,11233.95
772,2018-01-30,11263.7,9871.21,11234.32,164072.93,1720894077.2,10107.26
773,2018-01-31,10377.96,9698.13,10107.4,122260.49,1230902973.11,10226.86
774,2018-02-01,10280.84,8726.95,10226.86,208918.8,1964308989.29,9114.72
775,2018-02-02,9147.93,7786.2,9114.73,322596.22,2768759876.15,8870.82
776,2018-02-03,9504.37,8194.68,8872.87,139226.07,1253484523.4,9251.27
777,2018-02-04,9400.99,7889.83,9251.27,164609.06,1413207410.82,8218.05
778,2018-02-05,8391.29,6627.31,8218.05,341828.54,2534149181.03,6937.08
779,2018-02-06,7932.38,5968.36,6936.43,495883.24,3397596513.74,7701.25
780,2018-02-07,8572.68,7208.86,7701.25,271450.37,2159765331.36,7592.72
781,2018-02-08,8643.94,7590.48,7593.78,193040.33,1594673973.51,8260.69
782,2018-02-09,8743.2,7775.36,8259.26,162279.68,1348072086.15,8696.83
783,2018-02-10,9081.49,8176.25,8696.83,155616.78,1348923336.33,8569.29
784,2018-02-11,8573.35,7862.31,8569.32,123293.84,1013771945.88,8084.61
785,2018-02-12,8997.34,8084.41,8084.61,124923.98,1085921871.17,8911.27
786,2018-02-13,8955.15,8379.35,8911.17,98632.88,853320352.71,8544.69
787,2018-02-14,9508.22,8542.98,8544.69,133702.54,1220863360.18,9485.64
788,2018-02-15,10223.58,9363.38,9485.64,168776.78,1666668487.88,10033.75
789,2018-02-16,10303.14,9720.38,10033.75,105556.67,1061827697.26,10188.73
790,2018-02-17,11119.45,10074.07,10188.73,123660.48,1327921168.02,11097.21
791,2018-02-18,11288.34,10161.01,11097.21,154431.22,1659704217.34,10417.23
792,2018-02-19,11265.96,10336.32,10418.12,108244.29,1186535653.61,11182.28
793,2018-02-20,11802.23,11130.95,11182.28,142449.23,1640343867.77,11256.43
794,2018-02-21,11295.58,10256.21,11256.78,183274.25,1982721124.63,10481.66
795,2018-02-22,10941.57,9757.19,10481.66,175506.26,1795951829.82,9847.96
796,2018-02-23,10420.67,9604.0,9847.96,139373.76,1399448203.16,10175.51
797,2018-02-24,10528.0,9396.54,10175.51,125269.68,1244484468.57,9705.73
798,2018-02-25,9873.79,9329.44,9705.73,82430.45,793093192.66,9610.11
799,2018-02-26,10457.51,9411.82,9610.11,117416.47,1181729273.47,10326.5
800,2018-02-27,10879.38,10154.24,10326.5,99772.39,1060840699.02,10594.76
801,2018-02-28,11067.76,10303.14,10594.76,105434.79,1126074675.67,10334.44
802,2018-03-01,11090.3,10247.56,10334.44,88432.44,952472120.03,10929.37
803,2018-03-02,11191.94,10801.45,10929.37,77195.49,852908489.64,11043.12
804,2018-03-03,11530.66,11043.12,11043.12,71279.36,812200126.22,11465.36
805,2018-03-04,11539.79,11084.01,11465.36,61016.39,690727335.55,11504.42
806,2018-03-05,11694.15,11431.55,11503.94,68323.51,791471905.1,11440.73
807,2018-03-06,11441.65,10589.28,11440.33,109876.55,1210081181.36,10735.45
808,2018-03-07,10913.7,9470.73,10735.45,183060.08,1858869115.0,9928.56
809,2018-03-08,10119.21,9086.85,9928.56,154879.22,1492236089.97,9316.72
810,2018-03-09,9433.38,8393.45,9316.77,233598.15,2081621422.7,9252.76
811,2018-03-10,9518.62,8727.43,9252.76,117409.38,1084925795.69,8797.27
812,2018-03-11,9735.64,8484.32,8797.27,149877.66,1374814644.2,9544.84
813,2018-03-12,9907.41,8796.52,9543.98,152959.8,1435404200.39,9142.15
814,2018-03-13,9486.12,8856.65,9142.27,133768.47,1228556284.3,9160.12
815,2018-03-14,9360.66,7966.94,9160.12,161775.05,1385572511.72,8217.7
816,2018-03-15,8432.12,7698.47,8216.22,187365.71,1519850464.55,8268.41
817,2018-03-16,8616.63,7924.11,8267.95,129688.11,1082790136.53,8283.23
818,2018-03-17,8360.64,7765.41,8283.23,111641.32,901939422.97,7883.45
819,2018-03-18,8299.86,7318.46,7882.67,198796.34,1535519444.95,8215.4
820,2018-03-19,8725.6,8129.66,8215.5,171829.52,1447812723.08,8623.14
821,2018-03-20,9056.23,8339.8,8623.14,131959.66,1150462439.42,8920.71
822,2018-03-21,9184.51,8778.69,8920.53,109985.22,991376396.96,8911.35
823,2018-03-22,9107.0,8500.88,8911.37,116522.98,1023286566.15,8724.98
824,2018-03-23,8935.88,8307.58,8724.98,109649.39,939997284.45,8934.8
825,2018-03-24,9036.23,8515.53,8935.51,93296.24,827663165.33,8548.06
826,2018-03-25,8690.36,8395.85,8548.39,76775.64,657643520.26,8472.84
827,2018-03-26,8521.04,7869.27,8472.56,131859.97,1079038734.78,8152.2
828,2018-03-27,8226.24,7752.3,8152.18,116523.1,930754990.52,7808.48
829,2018-03-28,8117.79,7752.6,7808.42,82590.62,657712114.92,7959.78
830,2018-03-29,7983.77,6927.11,7959.78,185805.88,1379180030.3,7106.62
831,2018-03-30,7280.27,6595.26,7106.62,229837.79,1584675343.21,6853.76
832,2018-03-31,7228.4,6806.34,6853.75,129526.48,915400590.57,6943.77
833,2018-04-01,7056.22,6463.54,6943.77,131344.01,889887684.72,6835.84
834,2018-04-02,8218.66,6792.3,6835.58,106513.22,748861435.14,7074.6
835,2018-04-03,7528.97,7039.88,7074.65,122807.02,905326798.64,7434.3
836,2018-04-04,7442.42,6727.09,7434.3,123910.33,877199782.17,6815.5
837,2018-04-05,6933.66,6602.38,6815.5,114426.84,777145174.76,6790.45
838,2018-04-06,6869.53,6526.67,6790.45,90749.16,605651287.47,6634.86
839,2018-04-07,7083.85,6624.47,6634.86,81312.77,564883141.53,6917.2
840,2018-04-08,7132.03,6911.02,6917.2,60386.23,425825572.09,7049.92
841,2018-04-09,7204.28,6633.69,7049.92,130534.03,901883664.92,6789.53
842,2018-04-10,6922.84,6676.72,6789.53,62035.53,424510977.27,6871.07
843,2018-04-11,6999.37,6839.16,6871.07,64802.3,450141340.22,6977.13
844,2018-04-12,8051.95,6791.33,6977.04,197276.82,1490759969.77,7927.73
845,2018-04-13,8237.16,7758.8,7927.73,145665.26,1171435820.59,7899.11
846,2018-04-14,8195.34,7841.19,7898.74,66678.63,537286381.88,8022.51
847,2018-04-15,8437.03,8021.04,8022.51,68822.07,570527804.56,8376.73
848,2018-04-16,8430.93,7929.24,8376.73,87681.75,713471956.84,8079.77
849,2018-04-17,8187.6,7858.12,8079.77,71933.6,580880500.84,7921.63
850,2018-04-18,8246.57,7908.92,7921.65,73050.12,593500791.64,8189.96
851,2018-04-19,8321.01,8136.42,8189.92,72820.98,602099034.89,8301.82
852,2018-04-20,8945.14,8243.49,8301.82,114730.74,979994921.45,8877.08
853,2018-04-21,9047.82,8631.18,8877.15,93635.24,829073400.66,8935.72
854,2018-04-22,9043.98,8788.44,8935.85,68212.83,610183093.43,8823.36
855,2018-04-23,9025.73,8804.2,8823.46,61895.95,553892335.42,8968.25
856,2018-04-24,9741.91,8957.68,8967.86,136352.05,1276464750.74,9655.77
857,2018-04-25,9765.23,8757.06,9657.69,192797.41,1779806222.98,8873.62
858,2018-04-26,9315.13,8669.38,8873.57,111690.32,997427934.62,9282.12
859,2018-04-27,9385.87,8923.48,9289.01,82025.4,758182407.35,8938.47
860,2018-04-28,9435.9,8892.52,8938.47,83347.1,774111704.68,9351.47
861,2018-04-29,9552.67,9189.07,9349.94,68227.03,640931911.37,9407.04
862,2018-04-30,9459.81,9133.6,9407.35,61631.36,574099218.21,9248.45
863,2018-05-01,9251.66,8851.1,9248.25,74147.8,669555436.99,9077.28
864,2018-05-02,9271.62,8993.82,9077.28,57618.44,527488395.49,9232.19
865,2018-05-03,9817.19,9172.28,9232.19,90631.98,857646889.15,9745.04
866,2018-05-04,9785.15,9547.21,9746.26,68689.75,663887678.35,9699.61
867,2018-05-05,9968.85,9687.09,9700.37,68875.75,679872376.4,9845.9
868,2018-05-06,9936.96,9441.93,9846.44,62904.49,608650204.19,9644.92
869,2018-05-07,9662.23,9202.13,9643.99,73842.44,692580062.51,9377.81
870,2018-05-08,9472.09,9063.07,9377.08,72659.12,673924125.29,9196.13
871,2018-05-09,9373.46,8987.27,9196.13,67939.11,625495066.08,9321.16
872,2018-05-10,9393.95,9017.13,9321.52,67915.99,629850604.12,9032.22
873,2018-05-11,9032.27,8363.5,9032.22,134727.27,1176888629.2,8421.0
874,2018-05-12,8653.8,8225.97,8420.82,92805.87,783972252.35,8486.67
875,2018-05-13,8773.96,8350.91,8488.07,61066.94,525395861.86,8709.46
876,2018-05-14,8883.0,8312.72,8709.46,101370.46,874543293.99,8672.9
877,2018-05-15,8848.69,8441.25,8672.88,84517.8,730739738.9,8480.16
878,2018-05-16,8501.65,8119.17,8480.16,95203.5,789660713.22,8344.78
879,2018-05-17,8476.45,8015.77,8342.69,74445.77,615539512.71,8071.04
880,2018-05-18,8280.45,7940.35,8071.04,68665.67,558167598.76,8247.91
881,2018-05-19,8397.27,8160.8,8247.91,45978.21,381458405.45,8249.24
882,2018-05-20,8591.45,8181.46,8249.24,49694.23,418898289.02,8533.0
883,2018-05-21,8585.85,8347.88,8533.22,54602.79,463653636.91,8419.65
884,2018-05-22,8428.6,7962.43,8419.67,66032.52,543342369.36,7992.75
885,2018-05-23,8031.63,7460.66,7992.75,120597.47,934151146.29,7505.77
886,2018-05-24,7729.48,7283.77,7505.77,109709.83,826278113.25,7584.74
887,2018-05-25,7652.37,7347.96,7584.78,84630.56,634474356.99,7475.36
888,2018-05-26,7626.69,7314.71,7475.36,48994.09,368322782.27,7355.06
889,2018-05-27,7420.07,7256.67,7355.06,46446.45,341348321.23,7362.23
890,2018-05-28,7455.55,7092.91,7362.23,72505.5,526854342.95,7118.88
891,2018-05-29,7533.03,7069.01,7118.88,86536.7,634849312.09,7474.75
892,2018-05-30,7571.08,7295.78,7474.75,67797.62,505870974.98,7393.02
893,2018-05-31,7608.87,7349.52,7393.02,60780.47,458223966.12,7502.15
894,2018-06-01,7614.66,7370.27,7501.74,61082.25,458687659.47,7530.55
895,2018-06-02,7697.34,7467.79,7530.55,47435.99,362414878.61,7643.26
896,2018-06-03,7774.96,7606.76,7643.26,42988.84,332313005.46,7719.75
897,2018-06-04,7760.73,7469.21,7719.73,56223.86,427448262.3,7503.2
898,2018-06-05,7672.7,7394.97,7503.32,58424.84,440337235.4,7629.4
899,2018-06-06,7701.35,7504.98,7629.4,51911.42,396116252.65,7661.79
900,2018-06-07,7755.92,7651.13,7661.79,44318.41,342475552.09,7700.11
901,2018-06-08,7709.61,7559.5,7700.4,40500.95,310119047.41,7627.52
902,2018-06-09,7691.74,7495.72,7627.56,28511.04,218013881.09,7513.69
903,2018-06-10,7514.04,6661.98,7513.76,127797.43,895514425.38,6773.72
904,2018-06-11,6913.85,6652.89,6773.72,71169.64,482788065.15,6887.37
905,2018-06-12,6888.33,6462.61,6887.43,75997.29,509372466.34,6556.94
906,2018-06-13,6623.0,6140.63,6556.94,124304.17,797087281.14,6310.43
907,2018-06-14,6719.44,6286.23,6310.43,95038.67,620296377.11,6643.26
908,2018-06-15,6667.23,6380.69,6643.63,57731.42,379228601.07,6396.71
909,2018-06-16,6569.15,6345.99,6396.71,35851.38,232802782.59,6503.1
910,2018-06-17,6585.77,6446.38,6503.1,34359.95,224575526.46,6457.78
911,2018-06-18,6802.03,6401.41,6457.78,65285.57,430241689.13,6714.82
912,2018-06-19,6839.6,6672.2,6714.56,54949.84,370797057.99,6741.28
913,2018-06-20,6817.9,6569.96,6741.28,59674.47,400530201.24,6761.27
914,2018-06-21,6790.08,6687.66,6761.27,43765.89,295690715.67,6720.64
915,2018-06-22,6731.51,5941.32,6720.64,137346.53,862826624.25,6051.47
916,2018-06-23,6257.88,6033.2,6051.47,57011.61,350697378.49,6166.54
917,2018-06-24,6254.02,5782.13,6166.36,110833.06,667479078.32,6157.78
918,2018-06-25,6344.45,6095.25,6157.78,79086.4,492834172.99,6260.35
919,2018-06-26,6286.36,6067.49,6260.4,62925.3,391396653.43,6088.39
920,2018-06-27,6192.11,6021.69,6092.26,62639.82,383457137.86,6141.57
921,2018-06-28,6172.23,5844.26,6141.57,63585.51,385907044.98,5871.28
922,2018-06-29,6286.67,5813.02,5870.81,92884.98,554799001.51,6203.8
923,2018-06-30,6503.33,6194.51,6203.81,65571.19,419284677.69,6385.38
924,2018-07-01,6429.5,6262.72,6385.43,40809.54,259708490.63,6339.04
925,2018-07-02,6673.71,5537.86,6342.69,73069.19,465915661.24,6615.66
926,2018-07-03,6670.3,6473.48,6616.6,54662.02,356390898.98,6509.58
927,2018-07-04,6777.97,6411.13,6508.43,62355.75,412202352.61,6590.06
928,2018-07-05,6691.32,6448.23,6589.77,63771.67,421189063.01,6534.81
929,2018-07-06,6633.44,6458.14,6534.81,47259.68,310759733.14,6602.02
930,2018-07-07,6814.42,6518.23,6602.03,41785.1,277167900.06,6758.08
931,2018-07-08,6782.85,6684.15,6758.08,39671.12,268455446.1,6707.38
932,2018-07-09,6803.1,6625.58,6707.46,48761.43,328316145.78,6668.84
933,2018-07-10,6683.61,6277.23,6668.84,72513.31,470432142.71,6306.85
934,2018-07-11,6405.59,6293.68,6306.87,51054.67,327667754.35,6394.36
935,2018-07-12,6394.93,6084.0,6394.36,65555.38,409078182.65,6253.6
936,2018-07-13,6349.21,6131.54,6253.66,50964.41,319802271.97,6229.83
937,2018-07-14,6332.46,6190.18,6229.61,27713.18,174416786.37,6268.75
938,2018-07-15,6401.5,6245.75,6268.32,34225.9,218543291.78,6364.26
939,2018-07-16,6761.84,6349.83,6364.26,74798.53,494264915.91,6740.55
940,2018-07-17,7476.24,6677.56,6740.54,112707.21,799401451.35,7326.7
941,2018-07-18,7590.65,7253.71,7326.76,105818.71,788460811.94,7383.39
942,2018-07-19,7563.7,7289.9,7383.39,70179.39,522544440.45,7477.5
943,2018-07-20,7676.55,7279.34,7477.1,80874.93,603034414.79,7333.93
944,2018-07-21,7453.07,7220.37,7333.93,40295.77,297440355.21,7405.4
945,2018-07-22,7569.28,7345.25,7405.4,47479.76,355565264.85,7398.64
946,2018-07-23,7798.59,7376.66,7398.64,96722.04,745533303.01,7718.0
947,2018-07-24,8485.71,7692.16,7718.0,143800.43,1166560702.13,8395.82
948,2018-07-25,8481.11,8061.07,8395.81,89988.19,736530740.43,8170.23
949,2018-07-26,8302.24,7862.67,8170.37,78993.93,643953970.45,7937.25
950,2018-07-27,8278.01,7806.25,7937.1,80336.48,646256012.09,8182.89
951,2018-07-28,8238.04,8070.04,8182.88,36136.12,295872316.42,8230.87
952,2018-07-29,8291.55,8123.53,8230.82,34073.43,280233415.98,8216.78
953,2018-07-30,8273.61,7867.44,8216.7,83918.76,681120739.99,8176.06
954,2018-07-31,8176.27,7663.7,8176.08,97152.13,765186307.24,7735.3
955,2018-08-01,7760.74,7449.31,7736.25,78466.58,595404848.88,7610.9
956,2018-08-02,7713.32,7470.86,7610.9,55711.79,424093581.76,7542.34
957,2018-08-03,7542.49,7296.76,7542.34,79126.57,586982505.83,7417.6
958,2018-08-04,7490.89,6940.15,7417.6,74300.44,534002935.97,7017.89
959,2018-08-05,7092.53,6898.31,7017.89,52556.01,368914046.39,7042.39
960,2018-08-06,7160.4,6854.79,7042.57,58545.04,410408444.75,6945.78
961,2018-08-07,7150.86,6685.02,6945.77,82683.83,575690006.27,6723.21
962,2018-08-08,6723.99,6133.03,6723.29,130417.52,838853615.89,6285.02
963,2018-08-09,6631.23,6195.02,6285.06,89588.13,575748446.38,6543.24
964,2018-08-10,6582.14,6025.91,6543.25,100856.92,639457019.98,6153.41
965,2018-08-11,6488.55,6014.26,6152.95,87651.14,545722619.11,6242.54
966,2018-08-12,6483.39,6176.89,6242.53,57916.23,366460108.69,6322.92
967,2018-08-13,6545.02,6157.03,6322.41,71073.56,452431672.68,6263.2
968,2018-08-14,6266.5,5891.87,6263.2,125196.64,759847789.73,6199.6
969,2018-08-15,6620.07,6193.63,6199.63,132926.33,852103141.83,6274.22
970,2018-08-16,6478.07,6217.33,6274.22,71357.92,454679037.36,6323.81
971,2018-08-17,6594.72,6300.45,6323.81,73383.05,477089455.56,6591.16
972,2018-08-18,6622.16,6322.44,6591.18,52093.8,336744293.81,6405.71
973,2018-08-19,6560.88,6330.56,6405.74,39452.94,253984821.8,6502.18
974,2018-08-20,6537.54,6248.39,6502.24,61983.28,397981291.82,6269.9
975,2018-08-21,6506.69,6259.81,6270.09,61753.86,396746063.37,6491.11
976,2018-08-22,6890.79,6264.34,6491.09,116096.61,764005011.18,6366.13
977,2018-08-23,6575.28,6356.96,6366.14,52740.3,340811486.77,6538.95
978,2018-08-24,6736.83,6481.76,6539.13,58037.12,382456858.97,6708.96
979,2018-08-25,6808.89,6684.19,6708.94,38189.09,258296664.16,6749.56
980,2018-08-26,6793.17,6588.48,6749.71,39682.91,265820591.17,6720.6
981,2018-08-27,6944.21,6674.84,6720.6,59984.28,405769271.5,6915.73
982,2018-08-28,7136.71,6877.2,6915.92,69448.01,487789642.0,7091.38
983,2018-08-29,7137.47,6944.76,7091.38,50361.95,356139022.3,7052.0
984,2018-08-30,7072.64,6818.69,7051.61,61266.88,425475685.56,6998.76
985,2018-08-31,7096.73,6903.08,6998.76,49774.38,349131152.81,7026.96
986,2018-09-01,7272.03,7025.58,7026.96,41873.76,300301833.39,7203.46
987,2018-09-02,7384.38,7144.71,7203.46,61424.38,447453370.83,7301.26
988,2018-09-03,7350.58,7204.89,7301.25,42451.23,309327793.27,7270.05
989,2018-09-04,7417.65,7246.76,7270.05,46681.9,343762001.58,7369.86
990,2018-09-05,7401.43,6694.06,7369.89,113370.51,797851163.66,6705.03
991,2018-09-06,6727.19,6295.11,6705.06,127586.04,823309044.3,6515.42
992,2018-09-07,6549.39,6345.48,6515.42,53170.79,344487244.01,6411.78
993,2018-09-08,6480.57,6134.76,6413.12,49719.12,317380272.09,6200.16
994,2018-09-09,6451.25,6161.83,6200.23,38701.0,244400344.41,6249.07
995,2018-09-10,6371.42,6247.64,6249.07,50695.88,320435279.61,6324.43
996,2018-09-11,6415.51,6199.19,6324.43,51401.22,324512939.85,6295.54
997,2018-09-12,6357.89,6208.28,6295.54,52814.83,332537236.17,6337.11
998,2018-09-13,6534.89,6337.08,6337.08,65684.53,425090869.76,6492.0
999,2018-09-14,6591.59,6393.84,6492.17,58029.07,377989402.01,6486.01
1000,2018-09-15,6573.19,6473.47,6485.39,31894.67,208349557.0,6522.08
1001,2018-09-16,6525.05,6404.31,6522.68,30897.54,200545603.1,6502.44
1002,2018-09-17,6538.82,6216.83,6502.44,62738.57,399675966.34,6261.48
1003,2018-09-18,6393.39,6238.25,6261.33,55076.95,348485895.37,6346.44
1004,2018-09-19,6522.9,6131.02,6346.44,71293.01,452379323.08,6398.8
1005,2018-09-20,6551.93,6361.33,6398.83,46802.06,301619960.91,6505.9
1006,2018-09-21,6785.22,6501.01,6505.97,85295.46,569642976.25,6762.06
1007,2018-09-22,6834.49,6633.01,6762.07,38829.87,261159308.22,6716.6
1008,2018-09-23,6768.56,6663.9,6716.6,25143.83,169080003.37,6702.7
1009,2018-09-24,6717.6,6557.82,6702.73,48934.13,324660682.66,6583.53
1010,2018-09-25,6583.54,6333.21,6583.53,65381.85,420279170.44,6437.74
1011,2018-09-26,6543.92,6383.16,6437.74,40752.6,264402806.65,6462.6
1012,2018-09-27,6733.94,6434.76,6462.6,52542.0,345096700.08,6686.13
1013,2018-09-28,6806.1,6545.41,6686.13,74353.41,497340510.07,6635.38
1014,2018-09-29,6635.42,6474.23,6635.4,37296.34,245055396.51,6603.75
1015,2018-09-30,6741.96,6543.68,6603.75,26335.14,174302164.09,6623.71
1016,2018-10-01,6662.6,6510.54,6623.82,38926.98,256959931.63,6594.98
1017,2018-10-02,6618.95,6478.04,6594.98,40624.2,267166277.79,6525.47
1018,2018-10-03,6537.07,6428.98,6525.46,47186.0,306385346.59,6492.26
1019,2018-10-04,6622.32,6486.86,6492.61,42142.96,277614018.45,6579.79
1020,2018-10-05,6683.55,6546.98,6580.0,39731.28,262562344.98,6632.87
1021,2018-10-06,6637.08,6563.25,6632.88,24787.61,162722103.98,6589.94
1022,2018-10-07,6622.49,6535.02,6589.94,27272.67,179378859.39,6601.15
1023,2018-10-08,6698.31,6565.01,6601.46,47216.82,313507433.75,6650.07
1024,2018-10-09,6657.0,6589.39,6650.07,32204.25,213976678.23,6631.79
1025,2018-10-10,6633.22,6487.86,6631.79,49264.39,323664963.18,6581.07
1026,2018-10-11,6581.59,6171.95,6581.07,104258.49,654924117.8,6209.47
1027,2018-10-12,6296.56,6173.86,6209.47,46195.91,289840137.45,6250.85
1028,2018-10-13,6280.73,6238.92,6252.1,21914.85,137705035.59,6267.27
1029,2018-10-14,6346.56,6247.17,6267.27,34130.1,215422888.18,6277.73
1030,2018-10-15,7234.83,6244.77,6277.73,177320.05,1190524168.21,6612.36
1031,2018-10-16,6724.91,6545.54,6612.69,49191.34,324232509.78,6583.05
1032,2018-10-17,6589.2,6511.6,6583.05,33538.55,220418636.64,6574.52
1033,2018-10-18,6616.27,6445.05,6576.4,50725.31,331761115.45,6488.72
1034,2018-10-19,6503.09,6449.36,6489.37,36599.64,237855085.41,6469.28
1035,2018-10-20,6645.2,6395.45,6469.28,19543.75,127185847.78,6490.56
1036,2018-10-21,6557.39,6474.47,6490.6,16019.49,105283929.06,6509.87
1037,2018-10-22,6531.23,6460.38,6509.87,31239.03,202766914.4,6483.23
1038,2018-10-23,6496.2,6438.99,6484.32,34071.62,220913293.6,6470.22
1039,2018-10-24,6538.35,6465.73,6470.63,34111.66,222068131.83,6476.25
1040,2018-10-25,6497.9,6432.3,6476.52,35706.92,231214963.95,6462.77
1041,2018-10-26,6514.0,6441.81,6462.77,33284.54,215447656.36,6457.21
1042,2018-10-27,6479.0,6445.95,6457.21,19092.86,124066466.34,6470.17
1043,2018-10-28,6483.24,6444.74,6470.17,16806.73,109118160.99,6470.74
1044,2018-10-29,6483.39,6282.58,6470.74,53760.53,342463526.52,6313.91
1045,2018-10-30,6340.68,6286.3,6314.38,42701.22,269592154.08,6309.11
1046,2018-10-31,6391.25,6241.49,6309.11,38823.41,245357244.49,6342.61
1047,2018-11-01,6402.59,6322.6,6342.81,31397.71,199861220.45,6381.3
1048,2018-11-02,6420.93,6371.57,6381.3,27987.6,179385606.7,6394.66
1049,2018-11-03,6398.09,6336.96,6394.65,28808.38,183565304.27,6376.32
1050,2018-11-04,6498.16,6351.92,6376.55,27317.02,175805188.92,6467.05
1051,2018-11-05,6475.8,6406.69,6467.05,24142.0,155758902.3,6433.74
1052,2018-11-06,6482.81,6412.56,6433.53,37162.36,239808254.25,6479.72
1053,2018-11-07,6562.79,6476.59,6479.72,55100.44,360052788.55,6529.68
1054,2018-11-08,6542.42,6438.27,6530.94,42073.45,273205386.68,6446.06
1055,2018-11-09,6457.97,6352.45,6446.06,37086.04,237893036.71,6377.99
1056,2018-11-10,6419.92,6376.17,6377.99,14658.42,94313328.59,6396.37
1057,2018-11-11,6414.18,6326.38,6396.39,20337.03,130156001.58,6408.18
1058,2018-11-12,6435.41,6350.87,6408.18,28338.62,181575610.86,6375.08
1059,2018-11-13,6389.43,6315.58,6375.08,35761.27,227689745.72,6339.17
1060,2018-11-14,6375.7,5469.93,6339.17,178422.8,1045469380.16,5741.47
1061,2018-11-15,5767.06,5300.75,5740.51,147895.07,820864013.96,5647.5
1062,2018-11-16,5676.54,5487.87,5647.5,71050.83,397196182.83,5586.27
1063,2018-11-17,5602.01,5524.7,5586.97,29517.8,164182152.19,5568.94
1064,2018-11-18,5701.35,5567.95,5567.95,41702.04,233409182.46,5615.26
1065,2018-11-19,5615.98,4757.01,5615.26,207964.38,1072037780.45,4809.62
1066,2018-11-20,4953.56,4168.25,4809.62,315023.21,1433400842.16,4441.81
1067,2018-11-21,4689.55,4315.58,4441.81,152286.19,686284917.84,4593.04
1068,2018-11-22,4640.72,4297.21,4593.04,83715.43,376852837.57,4320.68
1069,2018-11-23,4419.48,4157.19,4320.68,121719.16,521825987.75,4343.42
1070,2018-11-24,4432.0,3741.2,4343.42,123090.79,503028289.39,3854.11
1071,2018-11-25,4165.93,3550.04,3854.11,213926.98,819869496.19,4004.15
1072,2018-11-26,4124.7,3598.81,4004.46,185985.76,715341714.72,3784.59
1073,2018-11-27,3878.9,3613.11,3784.77,147999.31,555212127.53,3822.99
1074,2018-11-28,4398.57,3822.94,3822.99,175435.76,726808596.57,4263.55
1075,2018-11-29,4444.39,4130.68,4263.52,112103.36,479575430.64,4286.69
1076,2018-11-30,4331.07,3916.3,4286.85,121993.57,497762735.43,4009.67
1077,2018-12-01,4309.65,3942.62,4009.67,67774.58,280927570.31,4197.46
1078,2018-12-02,4318.79,4077.67,4197.7,62748.83,262154694.41,4143.86
1079,2018-12-03,4159.01,3795.18,4143.86,107400.61,423985399.83,3871.41
1080,2018-12-04,4082.68,3770.92,3871.41,94655.27,373361232.89,3948.44
1081,2018-12-05,3961.8,3719.19,3948.44,83811.55,320944415.67,3737.53
1082,2018-12-06,3883.43,3467.92,3737.53,159523.77,590923562.42,3485.18
